id	string
1000522	u,Реквием Ненависти\0
1000523	u,Праздничная Фуга\0
1000524	u,Неистовая Токката\0
1000525	u,Чарующая Мазурка\0
1000526	u,Печальная Прелюдия Хорала\0
1000527	u,Рондо Одиночества\0
1000528	u,Олимпиада\0
1001000	u,Королевство Аден\0
1001001	u,Глудио\0
1001002	u,Дион\0
1001003	u,Гиран\0
1001004	u,Орен\0
1001005	u,Аден\0
1001006	u,Иннадрил\0
1001100	u,Королевство Эльмор\0
1001007	u,Годдард\0
1001008	u,Руна\0
1001009	u,Шутгарт\0
1010001	u,Деревня Говорящего Острова\0
1010002	u,Эльфийская Деревня\0
1010003	u,Деревня Темных Эльфов\0
1010004	u,Глудин\0
1010005	u,Глудио\0
1010006	u,Дион\0
1010007	u,Гиран\0
1010008	u,Деревня Орков\0
1010009	u,Деревня Гномов\0
1010010	u,Южная часть Темного Леса\0
1010011	u,Северный Берег\0
1010012	u,Южный Проход на Пустошь\0
1010013	u,Орен\0
1010014	u,Башня Слоновой Кости\0
1010015	u,1-й этаж - Вход\0
1010016	u,Подвал - Торговая зона\0
1010017	u,2-й этаж - Гильдия Магов\0
1010018	u,3-й этаж - Гильдия Светлых Магов\0
1010019	u,4-й этаж - Гильдия Темных Магов\0
1010020	u,Деревня Охотников\0
1010021	u,Гавань Гирана\0
1010022	u,Академия Хардина\0
1010023	u,Аден\0
1010024	u,Главная площадь\0
1010025	u,Северные врата\0
1010026	u,Восточные врата\0
1010027	u,Западные врата\0
1010028	u,Южные врата\0
1010029	u,Вход в Лагерь Орков\0
1010030	u,Вход в Забытый Храм\0
1010031	u,Проход на Пустошь\0
1010032	u,Вход в Заброшенный Лагерь\0
1010033	u,Проход к Топям Крумы\0
1010034	u,Проход в Землю Казненных\0
1010035	u,Вход в Укрепление Партизан\0
1010036	u,Деревня Флоран\0
1010037	u,Нейтральная Зона\0
1010038	u,Дорога к западу от Гирана\0
1010039	u,Дорога к востоку от Глудина\0
1010040	u,Вход в Укрепление Партизан\0
1010041	u,Вход в Башню Крумы\0
1010042	u,Долина Смерти\0
1010043	u,Северная часть Топей\0
1010044	u,Северо-Запад Нейтральной Зоны\0
1010045	u,Плато Бессмертия, центр\0
1010046	u,Плато Бессмертия, юг\0
1010047	u,Плато Бессмертия, юго-восток\0
1010048	u,Замерзший Водопад\0
1010049	u,Хейн\0
1010050	u,Башня Дерзости – 1-й Этаж\0
1010051	u,Башня Дерзости – 5-й Этаж\0
1010052	u,Башня Дерзости – 10-й Этаж\0
1010053	u,Колизей\0
1010054	u,Ипподром Монстров\0
1010055	u,Пограничная застава\0
1010056	u,Проход к Морю Спор\0
1010057	u,Древнее Поле Битвы\0
1010058	u,Вход в Волшебную Долину\0
1010059	u,Вход в Башню Дерзости\0
1010060	u,Раскаленные Топи\0
1010061	u,Проход на Кладбище\0
1010062	u,Вход в Пещеру Гигантов\0
1010063	u,Вход в Лес Зеркал\0
1010064	u,Проход к Запретным Вратам\0
1010065	u,Вход в Башню Дерзости\0
1010066	u,Лагерь Фавнов Танор\0
1010067	u,Долина Драконов\0
1010068	u,Оракул Рассвета\0
1010069	u,Оракул Заката\0
1010070	u,Жертвенный Некрополь\0
1010071	u,Некрополь Пилигримов\0
1010072	u,Некрополь Послушников\0
1010073	u,Некрополь Повстанцев\0
1010074	u,Молитвенный Некрополь\0
1010075	u,Некрополь Мучеников\0
1010076	u,Некрополь Апостолов\0
1010077	u,Некрополь Святых\0
1010078	u,Катакомбы Еретиков\0
1010079	u,Катакомбы Отлученных\0
1010080	u,Катакомбы Отступников\0
1010081	u,Катакомбы Ведьм\0
1010082	u,Катакомбы Темного Пророчества\0
1010083	u,Катакомбы Запретного Пути\0
1010084	u,Проход к Руинам Страданий\0
1010085	u,Проход к Руинам Отчаяния\0
1010086	u,Вход в Муравейник\0
1010087	u,Южные Земли Диона\0
1010088	u,Вход в Долину Драконов\0
1010089	u,Поля Безмолвия\0
1010090	u,Шепчущие Поля\0
1010091	u,Проход на Остров Аллигаторов\0
1010092	u,Южная часть Орена\0
1010093	u,Вход в Лагерь Разбойников\0
1010094	u,Холм Ветров\0
1010095	u,Лагерь Орков\0
1010096	u,Охотничьи Угодья Фельмер\0
1010097	u,Руины Страданий\0
1010098	u,Заброшенный Лагерь\0
1010099	u,Красная Гора\0
1010100	u,Поселение Ящеров Лангк\0
1010101	u,Руины Отчаяния\0
1010102	u,Поместье Виндавуд\0
1010103	u,Северный Проход на Пустошь\0
1010104	u,Западный Проход на Пустошь\0
1010105	u,Южный Проход на Пустошь\0
1010106	u,Забытый Храм\0
1010107	u,Южный Вход в Муравейник\0
1010108	u,Восточный Вход в Муравейник\0
1010109	u,Западный Вход в Муравейник\0
1010110	u,Топи Крумы\0
1010111	u,Равнины Диона\0
1010112	u,Пасека\0
1010113	u,Укрепление Партизан\0
1010114	u,Земля Казненных\0
1010115	u,Каньон Танор\0
